Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Yellow Diamond,Prataap Snacks Pvt Ltd,0.9486427703,1.0495818659,1.2376321526,1.3377236616,1.3914728361,1.4091545059,1.353147037,1.1716936555,1.0706997388,1.0124935525,Current Prices,Fixed 2022 Exchange Rates,USD million,70.0557153359,88.4180912606,117.8641569255,143.7802649073,167.1234112346,189.5478987281,202.1122801407,177.4169374478,176.1392396677,177.9007563983,Fixed 2022 Exchange Rates,GBP million,51.3835433256,64.8517369536,86.4494493401,105.4580548612,122.5794783585,139.0270960746,148.2426530578,130.1294383811,129.192289443,130.4843035322,Fixed 2022 Exchange Rates,EUR million,60.5992167277,76.4829400322,101.9542168074,124.3720286418,144.5641910745,163.9617002015,174.83007359,153.4682415562,152.3630143193,153.8867520131,Fixed 2022 Exchange Rates,CHF million,61.9723739568,78.2160169213,104.2644639922,127.1902556661,147.8399654948,167.6770154495,178.7916624088,156.9457786715,155.8155073689,157.3737724303,Fixed 2022 Exchange Rates,JPY million,7498.7608193287,9464.2687650209,12616.1743937353,15390.2335007138,17888.8829005555,20289.1990975049,21634.0899547905,18990.7015129198,18853.9367963495,19042.4894730069,,,,,,,,,,,,,16,15,12,11,11,10,10,12,12,13,Fixed 2022 Exchange Rates,USD million,26.2111033149,33.3032134544,21.9881163687,16.2352923348,13.4179211206,6.6286049579,-12.218625546,-0.7201667431,1.0000705884,2017-2022,6.4487345513,1.2577098241
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Lay's,PepsiCo Inc,1.4976608142,1.4350759673,1.3515722831,1.2761636529,1.2703693265,1.3276562629,1.2195025541,1.1339943877,1.0226089593,0.9382931551,Current Prices,Fixed 2022 Exchange Rates,USD million,110.5997989573,120.8925972936,128.7150849586,137.1637157582,152.5782249326,178.5854239611,182.1505240074,171.7085437916,168.2278962422,164.8633333083,Fixed 2022 Exchange Rates,GBP million,81.1212837422,88.6707098914,94.4082451078,100.6050355431,111.9110666957,130.9864844779,133.6013671011,125.9425209919,123.3895814738,120.9217861703,Fixed 2022 Exchange Rates,EUR million,95.6704410899,104.5738619475,111.3404280026,118.6486170122,131.9823925326,154.4789994526,157.5628630507,148.5303976889,145.5195867339,142.6091906663,Fixed 2022 Exchange Rates,CHF million,97.8383000968,106.9434693824,113.863363477,121.3371535144,134.9730677626,157.9794399913,161.1331828687,151.8960449752,148.8170100883,145.8406654555,Fixed 2022 Exchange Rates,JPY million,11838.5978227446,12940.338523203,13777.6572734413,14681.9983584372,16331.966771318,19115.7762601052,19497.3844189247,18379.6752963554,18007.1069292522,17646.9642544992,,,,,,,,,,,,,9,10,11,13,12,12,12,13,14,14,Fixed 2022 Exchange Rates,USD million,9.3063445262,6.4706093178,6.5638233485,11.2380370342,17.0451576823,1.9962995676,-5.7326105828,-2.0270671875,-2.0000029775,2017-2022,8.0516786594,1.5608445471
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Bikano,Bikanervala Foods Pvt Ltd,0.5322604227,0.5811341805,0.5979905074,0.6936935783,0.7684268444,0.82339079,0.8772806937,0.9263003085,0.8976990295,0.8695833073,Current Prices,Fixed 2022 Exchange Rates,USD million,39.3065607294,48.9554713895,56.9487847041,74.5590807135,92.2922188531,110.7557712234,131.0346891222,140.2596686596,147.6791473562,152.7906303507,Fixed 2022 Exchange Rates,GBP million,28.8300584261,35.9072143238,41.7700444875,54.6866124455,67.693281031,81.2356842255,96.1095978164,102.875814298,108.3177558046,112.0668590241,Fixed 2022 Exchange Rates,EUR million,34.0007489901,42.3471976057,49.2615303422,64.494693538,79.8341169702,95.8053593776,113.3469194753,121.3266614794,127.7446188921,132.1661263209,Fixed 2022 Exchange Rates,CHF million,34.7711941673,43.3067704132,50.3777795308,65.9561209203,81.6431303662,97.9762755861,115.9153213504,124.0758815401,130.6392676414,135.1609648947,Fixed 2022 Exchange Rates,JPY million,4207.3726051711,5240.1915958924,6095.7955164633,7980.8008597018,9878.9552193719,11855.2930875391,14025.9476054293,15013.3890266193,15807.5697138522,16354.7026383322,,,,,,,,,,,,,27,26,25,18,18,18,15,15,15,15,Fixed 2022 Exchange Rates,USD million,24.5478375139,16.3277220864,30.923040941,23.7840085605,20.0055352442,18.3095812298,7.0401048754,5.2898162155,3.4612083602,2017-2022,65.5509340326,10.6079458886
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Kinder,Ferrero & related parties,1.2656222629,1.3794885258,1.4567594405,1.3044552359,1.0110618914,0.9065604341,0.8667124039,0.8388785104,0.8416230532,0.827392012,Current Prices,Fixed 2022 Exchange Rates,USD million,93.4641318663,116.2098415823,138.732435916,140.2045315979,121.4339999111,121.9430691439,129.4561606283,127.0223283265,138.4541709495,145.3773847844,Fixed 2022 Exchange Rates,GBP million,68.5528403517,85.2360639125,101.7556397416,102.8353730922,89.0678107521,89.4411961476,94.9517995287,93.1666642699,101.5515416192,106.6294893117,Fixed 2022 Exchange Rates,EUR million,80.847838839,100.523209879,120.0055828554,121.2789671159,105.0421831173,105.4825354371,111.9814692782,109.876168798,119.7648795961,125.7535606568,Fixed 2022 Exchange Rates,CHF million,82.6798228209,102.8010309433,122.7248677328,124.0271064389,107.4224025475,107.8727330981,114.5189305256,112.3659246668,122.4787102211,128.6030927173,Fixed 2022 Exchange Rates,JPY million,10004.3967389489,12439.0965490709,14849.9140980707,15007.487157858,12998.2902365869,13052.7809858232,13856.9819819195,13596.4646748296,14820.1286277671,15561.1891450979,,,,,,,,,,,,,12,11,10,12,15,16,17,18,16,16,Fixed 2022 Exchange Rates,USD million,24.3362980663,19.3809698276,1.0611041838,-13.387963622,0.4192147447,6.1611467853,-1.8800436302,8.999868585,5.0003649492,2017-2022,19.7172001999,3.6647990844
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Candyman,ITC Group,1.0214820173,1.0065965928,0.9864152379,0.9621545749,0.9256491915,0.8909929217,0.858273232,0.8737185149,0.8299273304,0.8158949863,Current Prices,Fixed 2022 Exchange Rates,USD million,75.4347744648,84.7969580032,93.9398674706,103.4136149614,111.1754728339,119.8490551438,128.1956470029,132.2977745791,136.5301248,143.3572933296,Fixed 2022 Exchange Rates,GBP million,55.3289047637,62.1957558287,68.9017766364,75.8504561598,81.5435214346,87.9053063407,94.027254598,97.0360291002,100.1403175926,105.1478192397,Fixed 2022 Exchange Rates,EUR million,65.2521814199,73.3506068883,81.2593570835,89.4542869999,96.1684073992,103.67118275,110.891106586,114.4395068392,118.1005515816,124.0061520509,Fixed 2022 Exchange Rates,CHF million,66.7307732148,75.012706195,83.1006659261,91.4812901115,98.3475501499,106.0203357874,113.403860593,117.032666365,120.7766691112,126.8160884385,Fixed 2022 Exchange Rates,JPY million,8074.5350819626,9076.6628136419,10055.3194579991,11069.3889904495,11900.2179302536,12828.6378154377,13722.0566565388,14161.1482195442,14614.178808952,15344.9586408564,,,,,,,,,,,,,15,16,16,17,17,17,18,17,17,17,Fixed 2022 Exchange Rates,USD million,12.4109651083,10.7821196452,10.0849061702,7.5056440832,7.8017048984,6.9642533678,3.1998961526,3.1991091569,5.0004850868,2017-2022,28.9468708119,5.2160906823
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Kit Kat,Nestlé SA,0.8293475019,0.6556699301,0.5566409995,0.5226912078,0.4889448617,0.4967321528,0.5025995995,0.5470828957,0.6395967477,0.6897792091,Current Prices,Fixed 2022 Exchange Rates,USD million,61.2459550966,55.2344563071,53.0109224939,56.1795253302,58.7249215844,66.8163323473,75.070593421,82.8388644363,105.2191204981,121.1980488513,Fixed 2022 Exchange Rates,GBP million,44.9218764256,40.5126414756,38.8817531823,41.2058182545,43.0727819716,49.0075633596,55.0617900486,60.7595591509,77.1747345791,88.8947484766,Fixed 2022 Exchange Rates,EUR million,52.9786454795,47.7786112459,45.8552220292,48.5961097509,50.797914679,57.7971031407,64.9371594992,71.6568273607,91.0160756533,104.8380820051,Fixed 2022 Exchange Rates,CHF million,54.1791232077,48.8612580023,46.8942854532,49.6972807398,51.9489778038,59.106765448,66.4086130067,73.2805462109,93.0784683541,107.2136765749,Fixed 2022 Exchange Rates,JPY million,6555.7644543099,5912.2938770441,5674.2869113224,6013.4540254775,6285.9131333386,7152.0174006449,8035.5531583685,8867.0685607072,11262.6502270641,12973.0340450807,,,,,,,,,,,,,20,22,27,29,29,27,27,22,21,18,Fixed 2022 Exchange Rates,USD million,-9.8153400988,-4.0256281347,5.9772640942,4.5308254908,13.7784956447,12.3536578315,10.3479547201,27.0166137766,15.1863352189,2017-2022,106.3826491059,15.5938254701
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Kurkure,PepsiCo Inc,1.1272732417,1.1351254378,1.0555965919,1.0267271165,1.0045290521,1.0280238715,0.8704734312,0.8150413444,0.7355594388,0.6785116385,Current Prices,Fixed 2022 Exchange Rates,USD million,83.2472831732,95.6243889198,100.5282563954,110.3539550338,120.649370596,138.2813338553,130.0179250134,123.4129232781,121.0058017082,119.2182739467,Fixed 2022 Exchange Rates,GBP million,61.0591207464,70.1373172408,73.7341413641,80.9409653794,88.492311177,101.424771344,95.3638350704,90.5192853973,88.7537415743,87.4426492568,Fixed 2022 Exchange Rates,EUR million,72.0101155319,82.7164927347,86.9584097079,95.4577825062,104.3634673025,119.6153729858,112.4674036742,106.7539807262,104.6717854191,103.1255478037,Fixed 2022 Exchange Rates,CHF million,73.6418397694,84.5908197656,88.9288571059,97.6208227434,106.7283072677,122.325815843,115.0158760264,109.1729888964,107.043611766,105.4623369426,Fixed 2022 Exchange Rates,JPY million,8910.7856851037,10235.6305629829,10760.5403310554,11812.2826995279,12914.3035477426,14801.6281524902,13917.1132180393,13210.1141104508,12952.4559189793,12761.1190226645,,,,,,,,,,,,,13,13,14,15,16,15,16,19,19,19,Fixed 2022 Exchange Rates,USD million,14.8678794968,5.128260197,9.774066507,9.3294486447,14.6142190151,-5.9757948608,-5.0800701016,-1.9504615124,-1.4772248407,2017-2022,-1.1861617199,-0.2383660056
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Priyagold,Surya Food & Agro Pvt Ltd,1.4205227695,1.2847304156,1.1602059868,1.1660090346,1.1402378279,1.1189581404,1.0057315099,0.8872175049,0.7423169456,0.6686001483,Current Prices,Fixed 2022 Exchange Rates,USD million,104.9032806508,108.2272996709,110.4905849513,125.3241552733,136.9487283339,150.5130653791,150.2206952551,134.3417810925,122.1174692166,117.4767699158,Fixed 2022 Exchange Rates,GBP million,76.9430765281,79.3811342157,81.0411788917,91.9211106668,100.4473493989,110.3963406682,110.1818968808,98.5352400745,89.5691128157,86.1653138189,Fixed 2022 Exchange Rates,EUR million,90.7428695735,93.6181945636,95.5759693799,108.4072243101,118.462649751,130.1959993631,129.9430949367,116.2076023202,105.6333940466,101.6191213874,Fixed 2022 Exchange Rates,CHF million,92.7990715193,95.7395503762,97.7416876907,110.8636944064,121.1469722995,133.1461955436,132.8875603906,118.8408262762,108.0270101113,103.9217754262,Fixed 2022 Exchange Rates,JPY million,11228.8427431141,11584.6455990432,11826.9075601429,13414.6923027286,14658.9861135977,16110.9121796803,16079.6168939268,14379.9385906645,13071.4487622573,12574.7085045386,,,,,,,,,,,,,10,12,13,14,13,13,14,16,18,20,Fixed 2022 Exchange Rates,USD million,3.1686511608,2.0912332538,13.4251894209,9.2756045595,9.9046827307,-0.1942489997,-10.5703905415,-9.0994117962,-3.8001928229,2017-2022,-14.218429521,-3.0207550309
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Taka Tak,Haldiram Foods International Pvt Ltd,0.481103824,0.4978462601,0.5024227511,0.5300051039,0.5383271395,0.5494121188,0.5680011906,0.6499413617,0.6916775327,0.6664446988,Current Prices,Fixed 2022 Exchange Rates,USD million,35.528729677,41.9391926311,47.8475238797,56.9656323135,64.6560001581,73.9024090157,84.8392766059,98.4136129569,113.7868538627,117.0980454232,Fixed 2022 Exchange Rates,GBP million,26.0591446666,30.761006597,35.0945715779,41.7824016502,47.4230313609,54.204965538,62.2267951201,72.1831205485,83.458882795,85.8875319665,Fixed 2022 Exchange Rates,EUR million,30.7328699655,36.2780140272,41.3888068313,49.2761037703,55.9283842516,63.9266629306,73.3872130976,85.1292122554,98.4272901208,101.2915191711,Fixed 2022 Exchange Rates,CHF million,31.4292661376,37.1000612401,42.3266628363,50.3926831878,57.1957020371,65.3752189363,75.0501418883,87.0582106737,100.6576183704,103.5867498574,Fixed 2022 Exchange Rates,JPY million,3802.9937284204,4489.1694130682,5121.5969410969,6097.5988838685,6920.7755340916,7910.5107488129,9081.1925950967,10534.1889864589,12179.7400456029,12534.1698507986,,,,,,,,,,,,,30,28,28,26,25,25,25,20,20,21,Fixed 2022 Exchange Rates,USD million,18.0430401323,14.0878516678,19.0565941443,13.5000131347,14.3009292795,14.7990677651,16.0000614032,15.6210512386,2.9099948264,2017-2022,81.1093249457,12.6129051404
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Munch,Nestlé SA,0.8435687399,0.7635326284,0.5663761315,0.5274395604,0.4912937102,0.4915938167,0.4861848446,0.5248865708,0.6137023179,0.6618567358,Current Prices,Fixed 2022 Exchange Rates,USD million,62.2961702333,64.320945145,53.9380340911,56.689884392,59.007030993,66.1251655487,72.6188099546,79.4779142761,100.9592659247,116.2919147829,Fixed 2022 Exchange Rates,GBP million,45.6921743909,47.1772796232,39.5617587848,41.5801496968,43.2796998647,48.50061544,53.263488206,58.2944136971,74.0502725566,85.2962618827,Fixed 2022 Exchange Rates,EUR million,53.8870969081,55.6385567728,46.6571870986,49.0375777917,51.0419434368,57.1992337674,62.8163309995,68.7495563951,87.3312392445,100.594204396,Fixed 2022 Exchange Rates,CHF million,55.1081598306,56.8993071682,47.7144227728,50.1487522933,52.1985361686,58.495348562,64.2397272689,70.3073974937,89.3101348305,102.8736341714,Fixed 2022 Exchange Rates,JPY million,6668.1794383224,6884.9112596016,5773.5248976382,6068.0828379622,6316.1101125473,7078.0349356254,7773.1143593709,8507.3125970915,10806.6755729276,12447.8816610087,,,,,,,,,,,,,19,18,26,27,28,29,29,23,22,22,Fixed 2022 Exchange Rates,USD million,3.2502397886,-16.1423483914,5.1018735616,4.0874075257,12.0631972765,9.8202316048,9.4453548961,27.0280767233,15.1869654734,2017-2022,97.0814542368,14.5326084154
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Oreo,Mondelez International Inc,0.3573025092,0.4777666748,0.4247444257,0.4049431904,0.3892054943,0.425149448,0.4490002229,0.5149782571,0.53586317,0.6020561377,Current Prices,Fixed 2022 Exchange Rates,USD million,26.38620528,40.247663215,40.4499378399,43.5238165065,46.7456842739,57.1876143994,67.0647434063,77.9776051489,88.1540621562,105.7846166216,Fixed 2022 Exchange Rates,GBP million,19.3534062953,29.5203258813,29.6686876089,31.9232756448,34.2864087771,41.9452181466,49.1897646311,57.1939867202,64.6580803638,77.5895072272,Fixed 2022 Exchange Rates,EUR million,22.8244528618,34.8148163823,34.9897868865,37.6487368182,40.4356994832,49.468121516,58.011982334,67.4517670923,76.2545510015,91.5052380576,Fixed 2022 Exchange Rates,CHF million,23.3416470458,35.6037080443,35.7826433193,38.5018441342,41.3519584063,50.589051989,59.3265137293,68.9802007356,77.9824526744,93.5787150087,Fixed 2022 Exchange Rates,JPY million,2824.3783019747,4308.1081756053,4329.7596429311,4658.7874859578,5003.6560761013,6121.359836991,7178.6073099384,8346.7195712993,9436.0071007998,11323.1809083101,,,,,,,,,,,,,37,29,33,36,35,34,32,24,24,23,Fixed 2022 Exchange Rates,USD million,52.5329723923,0.5025748297,7.5992172814,7.4025396347,22.3377415212,17.2714478662,16.2721292714,13.0504867235,19.9997073693,2017-2022,126.2981455179,17.7432987387
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Crax,DFM Foods Ltd,0.5940438529,0.5800671116,0.6614736912,0.5696345074,0.5829639154,0.6028356254,0.5807587111,0.5943209975,0.5739019342,0.5588222272,Current Prices,Fixed 2022 Exchange Rates,USD million,43.8691658895,48.8655801656,62.9945164021,61.2250517261,70.017118297,81.0885006573,86.7447986813,89.9916208842,94.4117633289,98.1881777608,Fixed 2022 Exchange Rates,GBP million,32.1765779614,35.8412820928,46.2043881403,44.9065444967,51.3552336779,59.4757253817,63.6244323527,66.0058687357,69.2478965949,72.0177713102,Fixed 2022 Exchange Rates,EUR million,37.9474690774,42.2694403844,54.4911765415,52.9605637588,60.5658297254,70.1427371328,75.0355175175,77.8440661335,81.6675538916,84.9342075189,Fixed 2022 Exchange Rates,CHF million,38.8073455627,43.2272512402,55.7259276988,54.1606317615,61.9382304167,71.7321472236,76.7357963145,79.6079856679,83.5181123323,86.8587871975,Fixed 2022 Exchange Rates,JPY million,4695.753669371,5230.569643064,6742.9303828183,6553.5269584139,7494.629393909,8679.7096955113,9285.1595977943,9632.6993096671,10105.8311708016,10510.0584125526,,,,,,,,,,,,,26,27,20,24,24,24,24,21,23,24,Fixed 2022 Exchange Rates,USD million,11.3893532615,28.9138821,-2.8089185807,14.3602435981,15.8123936397,6.9754625848,3.7429589466,4.911726671,3.9999405781,2017-2022,40.2345314245,6.9968503321
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Cream Bell,RJ Corp,0.5974540592,0.6102405801,0.6325809707,0.6393764348,0.6666153764,0.683832746,0.639819288,0.4629460609,0.460198783,0.5442931379,Current Prices,Fixed 2022 Exchange Rates,USD million,44.1210040353,51.4074309552,60.2429588172,68.721004059,80.0641110603,91.9835685506,95.5663587433,70.0989306751,75.7066251146,95.6353358352,Fixed 2022 Exchange Rates,GBP million,32.3612928874,37.7056453293,44.1862119259,50.4045768788,58.7243695931,67.4668962725,70.0947540314,51.4152403434,55.5282981976,70.1453464402,Fixed 2022 Exchange Rates,EUR million,38.1653127508,44.4681784339,52.111039052,59.4446719835,69.2566251731,79.5671299516,82.6662957847,60.6365986271,65.4873362016,82.7259619763,Fixed 2022 Exchange Rates,CHF million,39.0301254982,45.4758119311,53.2918571195,60.7916676293,70.8259562743,81.3700935144,84.5394853701,62.0106029171,66.9712565223,84.600503577,Fixed 2022 Exchange Rates,JPY million,4722.7104138882,5502.6492445446,6448.4037748091,7355.8933804546,8570.0590761865,9845.9173039894,10229.4190153395,7503.3865874138,8103.6339640673,10236.8023203486,,,,,,,,,,,,,25,25,22,21,20,21,22,26,26,25,Fixed 2022 Exchange Rates,USD million,16.5146443949,17.1872581412,14.0730890518,16.5060262967,14.8873912824,3.8950328294,-26.6489467666,7.9996861372,26.3236020499,2017-2022,19.4484452131,3.6182134924
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Unibic,Modern Baking Co,0.130752197,0.2035173693,0.2924586964,0.3332691645,0.3569182107,0.3925924865,0.4322358585,0.5080424457,0.5225963596,0.5108372871,Current Prices,Fixed 2022 Exchange Rates,USD million,9.6558356647,17.1445581457,27.851892515,35.8201997382,42.8678069418,52.8083191505,64.5607406468,76.9273900121,85.971558682,89.7569565228,Fixed 2022 Exchange Rates,GBP million,7.0822351587,12.5749646843,20.4284392627,26.2729282879,31.44211439,38.7331503506,47.3531616693,56.4236887549,63.057286463,65.8337502109,Fixed 2022 Exchange Rates,EUR million,8.3524388457,14.830293143,24.0922937222,30.9849958245,37.0812789656,45.6799671787,55.8459833833,66.5433156637,74.3666536272,77.6410780343,Fixed 2022 Exchange Rates,CHF million,8.5417022124,15.166342441,24.6382167403,31.6871050811,37.9215278834,46.7150593886,57.1114339938,68.0511641127,76.0517762005,79.4003979288,Fixed 2022 Exchange Rates,JPY million,1033.5602429187,1835.1527819153,2981.2654018849,3834.1926714945,4588.5682497704,5652.6002579746,6910.5789600131,8234.3045872868,9202.392020837,9607.5808463043,,,,,,,,,,,,,58,45,39,39,38,36,34,25,25,26,Fixed 2022 Exchange Rates,USD million,77.5564409031,62.4532535527,28.6095719311,19.6749522757,23.1887584598,22.2548675765,19.1550611741,11.7567600674,4.4030815526,2017-2022,109.3807986137,15.927740259
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Arun,Hatsun Agro Products Ltd,0.370783689,0.4128992133,0.4580945547,0.5237661263,0.6093555919,0.7133346667,0.7683129945,0.4168385317,0.4182080558,0.5107332713,Current Prices,Fixed 2022 Exchange Rates,USD million,27.3817683372,34.783146992,43.6259904564,56.2950589507,73.1869013406,95.951924789,114.7587711708,63.1173646467,68.798792325,89.7386803573,Fixed 2022 Exchange Rates,GBP million,20.0836187732,25.5122844995,31.9982168478,41.2905583327,53.680164393,70.377553936,84.1717519003,46.2944932526,50.4616319915,65.8203452497,Fixed 2022 Exchange Rates,EUR million,23.6856294436,30.0879300558,37.7371187769,48.6960480197,63.3077383437,82.9998160443,99.2680127844,54.5974420669,59.5119599695,77.6252688842,Fixed 2022 Exchange Rates,CHF million,24.2223375903,30.7697121134,38.5922287973,49.7994835751,64.742269733,84.8805630831,101.5173915179,55.8346011643,60.8604803377,79.3842305489,Fixed 2022 Exchange Rates,JPY million,2930.9433296983,3723.1865892113,4669.7241812545,6025.8207393527,7833.9228374025,10270.6899886351,12283.7740333294,6756.0800537518,7364.2198331705,9605.6245663117,,,,,,,,,,,,,35,35,30,28,23,20,20,27,28,27,Fixed 2022 Exchange Rates,USD million,27.0303165362,25.4227815169,29.0401853613,30.0059058551,31.1053249031,19.600280477,-44.9999647061,9.001370241,30.4364180309,2017-2022,22.6157669112,4.1619888788
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Alpenliebe,Perfetti Van Melle Group,0.8808322648,0.7540493765,0.6558642154,0.5596044573,0.5135864119,0.4920895221,0.4676065834,0.403662791,0.459761561,0.4827656582,Current Prices,Fixed 2022 Exchange Rates,USD million,65.0480205343,63.5220641189,62.4603058729,60.1470089969,61.6845049995,66.1918437628,69.8438751963,61.1223042797,75.6346983606,84.824614975,Fixed 2022 Exchange Rates,GBP million,47.7105653028,46.5913268908,45.8125624379,44.1158359155,45.2435382319,48.5495216983,51.2281656104,44.8311826531,55.4755423094,62.2160413001,Fixed 2022 Exchange Rates,EUR million,56.2674876013,54.9475130198,54.0290766331,52.0280410563,53.3579975493,57.2569113963,60.4159719136,52.8716857173,65.425118509,73.3745305728,Fixed 2022 Exchange Rates,CHF million,57.5424893511,56.1926046035,55.2533567669,53.2069784181,54.5670712638,58.554333146,61.7849768788,54.0697397744,66.9076289984,75.0371719819,Fixed 2022 Exchange Rates,JPY million,6962.7373786464,6799.3990682059,6685.7485102746,6438.1333100843,6602.7068174505,7085.1721688649,7476.085459706,6542.5288760753,8095.9349273427,9079.623214738,,,,,,,,,,,,,18,19,21,25,27,28,31,28,27,28,Fixed 2022 Exchange Rates,USD million,-2.3458921622,-1.6714794468,-3.7036271976,2.5562301903,7.3070842725,5.5173435666,-12.4872379892,23.7432051228,12.1503976529,2017-2022,37.5136510793,6.5783917703
Asia Pacific,India,Snacks,2023,Snacks,Snacks,no,0,Retail Value RSP,Vadilal,Vadilal Industries Ltd,0.6300127636,0.6345671052,0.6621953814,0.6403224981,0.6335092634,0.6437367429,0.6383529274,0.3120703897,0.3104679481,0.4174791478,Current Prices,Fixed 2022 Exchange Rates,USD million,46.5254110477,53.4567279054,63.0632455609,68.8226881595,76.087887882,86.5901832842,95.347336372,47.2534544814,51.0746256343,73.3534114827,Fixed 2022 Exchange Rates,GBP million,34.1248456725,39.2087366635,46.2547986984,50.4791587935,55.8079417903,63.5110270879,69.9341083873,34.6588413806,37.4615436662,53.8022940588,Fixed 2022 Exchange Rates,EUR million,40.245159926,46.2408502199,54.5506282674,59.5326302153,65.8171340626,74.9017729413,82.4768382353,40.8749281271,44.1802969716,63.451772048,Fixed 2022 Exchange Rates,CHF million,41.1571012889,47.2886518449,55.7867265803,60.8816189641,67.3085274885,76.5990211327,84.3457347784,41.8011398189,45.1814071748,64.8895671911,Fixed 2022 Exchange Rates,JPY million,4980.0780392421,5722.0059037969,6750.2871490843,7366.7776422952,8144.4443146352,9268.609572207,10205.9748699336,5058.0077777184,5467.0257770109,7851.7460760037,,,,,,,,,,,,,24,23,19,20,22,23,23,38,38,29,Fixed 2022 Exchange Rates,USD million,14.8979164324,17.970642858,9.132803977,10.5564021354,13.8028478573,10.1133324305,-50.4407188713,8.0865435023,43.6200668565,2017-2022,-3.5938392765,-0.7293289635
