Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
Region,Country,Industry,Edition,Category,Subcategory,Hierarchy level,Data Type,Measure,2013 (%),2014 (%),2015 (%),2016 (%),2017 (%),2018 (%),2019 (%),2020 (%),2021 (%),2022 (%),Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Unit 2013,Unit 2014,Unit 2015,Unit 2016,Unit 2017,Unit 2018,Unit 2019,Unit 2020,Unit 2021,Unit 2022,Unit,Growth% 2013-2014,Growth% 2014-2015,Growth% 2015-2016,Growth% 2016-2017,Growth% 2017-2018,Growth% 2018-2019,Growth% 2019-2020,Growth% 2020-2021,Growth% 2021-2022,Historic Period Growth Years,Historic PGrowth%,Historic CAGR%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Pacific,India,Snacks,2023,Confectionery,      Tablets,3,Retail Value RSP,Filled,30.5,30.7999992371,31.6000003815,30.5,30.5,30.5,30.5,30.7999992371,31.1000003815,31.1000003815,INR million (Historic Current Prices),10914.364,12145.9488991356,13022.1705572014,13436.1345,14403.5335,15642.23,16752.8265,17526.6418682517,19723.7038948957,21743.4111737331,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",186.278190277,199.0098234451,203.0307583009,199.8231833012,221.1797318879,228.6763850493,237.8967592228,236.5163376017,266.7529389991,278.8191302575,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",139.9565805695,155.7493845446,166.9853106218,172.2936343971,184.6987416563,200.582738791,214.8240897788,224.7468441356,252.9201109012,278.8191302575,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",119.1745768662,120.8702746846,132.871787847,148.0606528602,171.7368459888,171.4348745984,186.407970635,184.4826432113,193.9407375209,204.5045831151,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",102.6535092379,114.2370070781,122.47818614,126.3716655426,135.4704002176,147.1207852154,157.5663437539,164.8443549191,185.508511534,204.5045831151,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",140.2977048149,149.9998208408,183.0645027181,180.6471770832,196.2523321406,193.7255507683,212.5103353127,207.5372223511,225.5066831061,241.1826190238,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",121.0644858558,134.7254919027,144.4447320278,149.0365096062,159.7671085264,173.506997988,185.8259745464,194.4093019583,218.7795891,241.1826190238,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",172.6668646473,182.1336025401,195.3930107993,196.8958746477,217.8043902645,223.1149183158,236.3715237433,222.0831185569,243.849444403,246.6477335044,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",123.8077651079,137.7783248127,147.7177995475,152.413625213,163.3873757822,177.4386063726,190.0367266664,198.8145492999,223.7370586941,246.6477335044,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",18180.1971891722,21062.7943805179,24575.6603224163,21739.3436079318,24810.0377787353,25251.1734773675,25933.0462417795,25253.9331456655,29277.2884520241,29844.7879609614,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",14980.9464902294,16671.4075626405,17874.100616772,18442.30337013,19770.1455287478,21470.3679131336,22994.7615231265,24056.8927316052,27072.55801974,29844.7879609614,INR million (Historic Current Prices),11.2840738969,7.2141062452,3.1789166098,7.199980024,8.5999487556,7.0999883009,4.6190138019,12.535556116,10.24,2017-2022,50.9588683481,8.5854727052
Asia Pacific,India,Snacks,2023,Confectionery,      Tablets,3,Retail Value RSP,Plain Dark,6,6.1999998093,6.5,6.5,6.5,6.5,6.5,6.8000001907,7.1999998093,7.6999998093,INR million (Historic Current Prices),2147.088,2444.9637247839,2678.611,2863.4385,3069.6055,3333.59,3570.2745,3869.5185389371,4566.2592456386,5383.4167150131,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",36.6448898906,40.0604187651,41.7626554755,42.5852685724,47.1366641728,48.7343115679,50.6993093426,52.2178954754,61.7563050275,69.0323866067,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",27.5324420793,31.352148649,34.3482438588,36.7183155272,39.3620269104,42.7471410538,45.7821830676,49.6194357418,58.5538497721,69.0323866067,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",23.4441790556,24.3310291738,27.3312218538,31.553909626,36.5996557025,36.5353011439,39.7262888239,40.7299363668,44.8994616087,50.6329656484,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",20.1941329648,22.9957610273,25.1932974778,26.9316664271,28.87074103,31.3536099639,33.5797126033,36.3942101512,42.947306472,50.6329656484,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",27.5995484882,30.1947689493,37.6556725729,38.4985787226,41.8242675054,41.2857731145,45.2890878535,45.8199086536,52.2073329722,59.7140224342,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",23.8159644306,27.1200663893,29.7117324951,31.7618790964,34.0487280466,36.9769012106,39.6022568705,42.9215364657,50.6499350633,59.7140224342,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",33.9672520618,36.6632574345,40.1915998375,41.9614159085,46.4173290728,47.5490809525,50.3742591584,49.031340453,56.4538884777,61.0671214677,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",24.3556259229,27.7345976857,30.3849900465,32.4815922585,34.8202604126,37.8147849647,40.4996302732,43.8941235925,51.7976450213,61.0671214677,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",3576.4322339355,4239.9131291104,5055.1199420041,4632.9748672642,5287.3851003862,5381.3976263242,5526.7147728383,5575.5439760108,6778.0215011178,7389.2237552475,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",2947.0714407009,3355.932671069,3676.6345761549,3930.3269477326,4213.3097028479,4575.6521782088,4900.5229475515,5311.262312194,6267.6016137475,7389.2237552475,INR million (Historic Current Prices),13.8734753668,9.5562675572,6.9001247288,7.199980024,8.5999487556,7.0999883009,8.3815415016,18.0058759169,17.8955557584,2017-2022,75.3781296982,11.8909823731
Asia Pacific,India,Snacks,2023,Confectionery,      Tablets,3,Retail Value RSP,Plain Milk,60,60,59,60,60,60,60,59.5,59,58.5,INR million (Historic Current Prices),21470.88,23660.94,24313.546,26431.74,28334.82,30771.6,32956.38,33858.286266,37417.958698554,40899.9851466649,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",366.4488989055,387.6814838469,379.0764112388,393.0947868221,435.1076692877,449.8551837036,467.9936247007,456.906572594,506.0586240483,524.466846302,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",275.3244207926,303.4078994856,311.7763673339,338.9382971746,363.3417868649,394.588994343,422.604766778,434.1700505622,479.8162816763,524.466846302,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",234.4417905565,235.4615798935,248.0833983651,291.2668580857,337.8429757157,337.2489336362,366.7042045279,356.3869332135,367.9261534849,384.6790342602,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",201.9413296484,222.5396296906,228.6776232603,248.5999977886,266.4991479691,289.4179381287,309.9665778765,318.4493298911,351.9293262462,384.6790342602,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",275.9954848817,292.2074504346,341.7976433539,355.3714959013,386.070161588,381.0994441343,418.053118648,400.924189473,427.8101009667,453.6714803804,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",238.1596443065,262.4522634544,269.6911103406,293.1865762745,314.2959511994,341.3252419436,365.5592941896,375.5634335406,415.0480899862,453.6714803804,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",339.6725206176,354.8057280228,364.8160600631,387.336146848,428.4676529794,438.9145934081,464.9931614623,429.0242169303,462.6082650581,463.9515187467,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",243.5562592286,268.3993406993,275.8022173448,299.8300823862,321.417788424,349.0595535199,373.842740983,384.0735706612,424.4529357246,463.9515187467,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",35764.3223393552,41031.418640765,45884.9348581914,42765.9218516691,48806.6316958728,49674.4396276082,51015.8286723531,48786.008421684,55542.1221055235,56138.9091415097,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",29470.7144070086,32476.768783644,33372.5292297133,36279.9410559934,38892.0895647499,42236.7893373121,45235.5964389374,46473.5439281496,51359.5145843268,56138.9091415097,INR million (Historic Current Prices),10.2001408419,2.7581575373,8.7119912497,7.199980024,8.5999487556,7.0999883009,2.7366666667,10.5134453782,9.3057627119,2017-2022,44.3453148694,7.6169150628
Asia Pacific,India,Snacks,2023,Confectionery,      Tablets,3,Retail Value RSP,Plain White,3.5,3,2.9000000954,3,3,3,3,2.9000000954,2.7000000477,2.7000000477,INR million (Historic Current Prices),1252.468,1183.047,1195.0726393003,1321.587,1416.741,1538.58,1647.819,1650.2358554685,1712.3472927173,1887.6916554916,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",21.3761857695,19.3840741923,18.6325699787,19.6547393411,21.7553834644,22.4927591852,23.399681235,22.2693967075,23.1586154078,24.2061625645,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",16.0605912129,15.1703949743,15.3246016102,16.9469148587,18.1670893432,19.7294497172,21.1302383389,21.161230051,21.957694634,24.2061625645,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",13.6757711158,11.7730789947,12.1939301512,14.5633429043,16.8921487858,16.8624466818,18.3352102264,17.3701200052,16.8372988467,17.7544172794,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",11.7799108962,11.1269814845,11.2400869367,12.4299998894,13.3249573985,14.4708969064,15.4983288938,15.5210602866,16.1052406381,17.7544172794,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",16.0997366181,14.6103725217,16.8002237004,17.7685747951,19.3035080794,19.0549722067,20.9026559324,19.5408434909,19.577750729,20.9386840797,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",13.8926459179,13.1226131727,13.2560041645,14.6593288137,15.71479756,17.0662620972,18.2779647095,18.304772993,18.9937264874,20.9386840797,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",19.8142303694,17.7402864011,17.9316374402,19.3668073424,21.423382649,21.9457296704,23.2496580731,20.9104247061,21.1702091138,21.4131473972,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",14.207448455,13.419967035,13.5563806204,14.9915041193,16.0708894212,17.452977676,18.6921370492,18.7195527991,19.4241177406,21.4131473972,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",2086.2521364624,2051.5709320383,2255.3612790624,2138.2960925835,2440.3315847936,2483.7219813804,2550.7914336177,2377.8055306803,2541.7581751418,2591.0266215212,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",1719.1250070755,1623.8384391822,1640.344710997,1813.9970527997,1944.6044782375,2111.8394668656,2261.7798219469,2265.0971735075,2350.350708927,2591.0266215212,INR million (Historic Current Prices),-5.5427364212,1.0164971722,10.5863322897,7.199980024,8.5999487556,7.0999883009,0.14666996,3.7637915237,10.24,2017-2022,33.2418314633,5.9078419681
Asia Pacific,India,Snacks,2023,Confectionery,      Tablets,3,Retail Value RSP,Total,100,99.9999990463,100.0000004768,100,100,100,100,99.9999995232,100.0000002384,100.0000002384,INR million (Historic Current Prices),35784.8,39434.8996239195,41209.4001965017,44052.9,47224.7,51286,54927.3,56904.6825286573,63420.2691318057,69914.5046909027,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",610.7481648425,646.1358002495,642.5023949939,655.1579780368,725.1794488129,749.758639506,779.9893745011,767.9102023786,857.7264834827,896.5245257307,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",458.8740346543,505.6798276535,528.4345234248,564.8971619576,605.5696447748,657.6483239051,704.3412779634,729.6975604906,813.2479369836,896.5245257307,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",390.7363175941,392.4359627466,420.4803382171,485.4447634762,563.0716261929,562.0815560603,611.1736742132,598.9696327967,623.6036514612,657.5710003031,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",336.5688827473,370.8993792804,387.5891938148,414.3333296477,444.1652466152,482.3632302144,516.6109631275,535.208955248,596.4903848903,657.5710003031,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",459.9924748029,487.0124127465,579.3180423453,592.2858265022,643.4502693133,635.1657402238,696.7551977467,673.8221639685,725.101867774,775.506805918,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",396.9327405108,437.420434919,457.1035790281,488.6442937909,523.8265853323,568.8754032393,609.265490316,631.1990449575,703.4713406368,775.506805918,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",566.1208676961,591.3428743985,618.3323081402,645.5602447466,714.1127549657,731.5243223468,774.9886024371,721.0491006464,784.0818070527,793.079521116,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",405.9270987144,447.3322302327,467.4613875591,499.716803977,535.69631404,581.7659225332,623.0712349717,645.5017963527,719.4117571807,793.079521116,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",59607.2038989254,68385.6970824316,77771.0764016742,71276.5364194486,81344.386159788,82790.7327126803,85026.3811205886,81993.2910740407,94139.1902338072,95963.9474792397,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",49117.8573450144,54127.9474565357,56563.6091336372,60466.5684266556,64820.1492745831,70394.6488955201,75392.6607315623,78106.7961454563,87050.0249267413,95963.9474792397,INR million (Historic Current Prices),10.200139791,4.4998227192,6.9001242191,7.199980024,8.5999487556,7.0999883009,3.599999506,11.4500007972,10.24,2017-2022,48.0464771421,8.1632219546
Asia Pacific,India,Snacks,2023,Confectionery,"      Pastilles, Gummies, Jellies and Chews",3,Retail Value RSP,"Gummies, Jellies and Chews",64,64.1999969482,64.4000015259,65,65.1999969482,65.4000015259,65.4499969482,65.5,65.9000015259,66.0999984741,INR million (Historic Current Prices),2404.1593642182,3095.3957362029,3866.416372958,4852.7388055795,5604.5917376709,6481.3549248196,7381.4506558228,7697.34778,8732.2260585612,9883.9836541031,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",41.0323913976,50.7176643069,60.2819203343,72.170289443,86.0637494181,94.7520151813,104.8195174339,103.8732074209,118.0988610222,126.743853754,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",30.8289080115,39.692739105,49.5796561868,62.2274215544,71.8685481896,83.1114183781,94.6534853915,98.7042831578,111.9746876608,126.743853754,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",26.2511562698,30.803796064,39.4510004134,53.4751773819,66.8249154336,71.0340065812,82.1330798773,81.0210578185,85.8628973047,92.9624124085,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",22.6119813765,29.1133074544,36.3650331672,45.6417495154,52.7131960889,60.9594684261,69.4251917095,72.3963174988,82.1297189988,92.9624124085,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",30.904049087,38.227462483,54.3537336965,65.2444768508,76.364192107,80.2701438692,93.6340237251,91.1461642076,99.8380093867,109.6352842265,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",26.6674555975,34.334798924,42.8871265698,53.827628297,62.1673436173,71.8925905002,81.8766470055,85.3806462235,96.8597398947,109.6352842265,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",38.0341593456,46.4167584932,58.014194546,71.1130311744,84.7503625485,92.4476225338,104.1474845426,97.534428583,107.9588541852,112.1195817344,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",27.2717308903,35.1128135569,43.8589339803,55.0473436813,63.5760340578,73.5216516613,83.7319434235,87.3153420483,99.054548,112.1195817344,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",4004.6393281076,5367.854291122,7296.766313224,7851.6150857256,9653.8903280923,10462.8187652918,11426.340575357,11091.0183306237,12961.8606376938,13566.656768312,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",3299.9250152677,4248.7091222301,5307.0043103044,6660.8205826237,7692.8063716429,8896.2427231589,10131.7050902049,10565.3023125183,11985.7658516696,13566.656768312,INR million (Historic Current Prices),28.7516868587,24.9086288948,25.5099900652,15.4933731695,15.6436584177,13.8874624433,4.2796076125,13.4446085605,13.1897363607,2017-2022,76.355105184,12.0153672951
Asia Pacific,India,Snacks,2023,Confectionery,"      Pastilles, Gummies, Jellies and Chews",3,Retail Value RSP,Pastilles,36,35.7999992371,35.5999984741,35,34.7999992371,34.5999984741,34.5499992371,34.5,34.0999984741,33.9000015259,INR million (Historic Current Prices),1352.3396423727,1726.0929947365,2137.3356167128,2613.0132030044,2991.4079344177,3428.9734751804,3896.5489139557,4054.32822,4518.4960300142,5069.0933236109,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",23.0807201612,28.2818135483,33.3235438054,38.8609250847,45.9358673968,50.1287385964,55.3325350074,54.7118420766,61.1103321306,65.0017690596,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",17.3412607565,22.1339579006,27.4073857574,33.5070731447,38.3592874115,43.9702581341,49.9660504285,51.9892789152,57.941374658,65.0017690596,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",14.7662754018,17.1771951403,21.8083155473,28.7943262826,35.6672870392,37.5806798467,43.3567300139,42.6752136601,44.4298118252,47.6766413804,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",12.7192395243,16.2345238972,20.1024083011,24.5763266621,28.1352648702,32.2507257694,36.6484405262,38.132411507,42.4980762927,47.6766413804,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",17.3835276114,21.3168721617,30.046471907,35.1316413812,40.7588029363,42.4670763088,49.4278930345,48.0082849643,51.6612426239,56.2274794004,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",15.0004437736,19.1461967868,23.7077888862,28.9841075445,33.181343738,38.0349153451,43.2213632311,44.9714854155,50.1201351462,56.2274794004,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",21.3942146319,25.8834890597,32.0699563413,38.2916321708,45.2348572097,48.9095951678,54.9777796679,51.3730959712,55.8633790249,57.5015745782,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",15.3403486258,19.5800429642,24.2449991581,29.6408773669,33.9332214764,38.8967733325,44.2007443283,45.9905236743,51.2558400219,57.5015745782,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",2252.6096220605,2993.2895430158,4033.6158922668,4227.7927384676,5152.69005793,5535.374692168,6031.7811545991,5841.8340825423,6707.1231825929,6957.7866227472,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",1856.2078210881,2369.2179215671,2933.6854172755,3586.5956983358,4105.9765091177,4706.5745789762,5348.3639336687,5564.9302256776,6202.0423033314,6957.7866227472,INR million (Historic Current Prices),27.6375357679,23.8250559634,22.2556337232,14.4811641586,14.627411251,13.6360179558,4.0492063497,11.448698399,12.1854105866,2017-2022,69.4551005661,11.1247838198
Asia Pacific,India,Snacks,2023,Confectionery,"      Pastilles, Gummies, Jellies and Chews",3,Retail Value RSP,Total,100,99.9999961853,100,100,99.9999961853,100,99.9999961853,100,100,100,INR million (Historic Current Prices),3756.499006591,4821.4887309394,6003.7519896708,7465.7520085839,8595.9996720886,9910.3284,11277.9995697784,11751.676,13250.7220885754,14953.076977714,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",64.1131115588,78.9994778551,93.6054641397,111.0312145277,131.999616815,144.8807537777,160.1520524412,158.5850494975,179.2091931527,191.7456228136,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",48.170168768,61.8266970056,76.9870419442,95.7344946991,110.2278356011,127.0816765123,144.61953582,150.693562073,169.9160623188,191.7456228136,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",41.0174316716,47.9809912043,61.2593159607,82.2695036644,102.4922024728,108.6146864279,125.4898098912,123.6962714786,130.2927091299,140.6390537889,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",35.3312209008,45.3478313516,56.4674414683,70.2180761775,80.8484609591,93.2101941955,106.0736322356,110.5287290058,124.6277952915,140.6390537889,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",48.2875766984,59.5443346447,84.4002056035,100.3761182321,117.1229950433,122.737220178,143.0619167596,139.1544491719,151.4992520106,165.8627636268,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",41.667899371,53.4809957109,66.5949154559,82.8117358415,95.3486873553,109.9275058453,125.0980102365,130.352131639,146.9798750409,165.8627636268,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",59.4283739775,72.3002475529,90.0841508872,109.4046633452,129.9852197583,141.3572177016,159.1252642105,148.9075245542,163.8222332102,169.6211563126,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",42.6120795161,54.692856521,68.1039331383,84.6882210482,97.5092555342,112.4184249938,127.9326877518,133.3058657226,150.3103880219,169.6211563126,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",6257.2489501682,8361.1438341378,11330.3822054909,12079.4078241932,14806.5803860223,15998.1934574598,17458.1217299561,16932.852413166,19668.9838202866,20524.4433910592,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",5156.1328363557,6617.9270437972,8240.6897275798,10247.4162809595,11798.7828807605,13602.8173021351,15480.0690238736,16130.2325381958,18187.8081550009,20524.4433910592,INR million (Historic Current Prices),28.350592466,24.5207097788,24.3514392571,15.1391000157,15.290004398,13.8004626545,4.2000039749,12.7560195548,12.847261287,2017-2022,73.953903538,11.7086583254
