Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,      Home Products Specialists,4,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,2017-2022,,
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,      Health and Beauty Specialists,4,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,2017-2022,,
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,      Leisure and Personal Goods Specialists,4,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,2017-2022,,
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,      Other Non-Grocery Retailers,4,2.177e-06,,9.191e-07,,,,,,0.0015410932,2.3729195646,2.4011540984,2.4528357045,2.3887336834,2.0818219543,1.8783705111,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",8.99e-06,,5.5728e-06,,,,,,0.0194264421,31.4649541661,34.5524042138,37.8970061037,37.3656716664,37.3273117745,37.3641094705,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",6.5939e-06,,4.0875e-06,,,,,,0.0142486509,23.0785001321,25.3430423258,27.7961968657,27.4064806812,27.378344973,27.4053348624,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",7.7765e-06,,4.8206e-06,,,,,,0.0168041561,27.2176448088,29.8883341833,32.7814636565,32.3218516096,32.2886697429,32.3205002873,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",7.9527e-06,,4.9298e-06,,,,,,0.0171849324,27.8343871983,30.5655934676,33.524280251,33.0542535546,33.0203197983,33.0528716118,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",0.0009622874,,0.0005965164,,,,,,2.0794055441,3368.0073688706,3698.4878919497,4056.4939374032,3999.6199216083,3995.5138803902,3999.4527042274,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,161869.7215148119,9.8123456063,9.6797949841,-1.4020485836,-0.1026607852,0.0985811576,2017-2022,18.7483359209,3.4964626363
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,    Vending,3,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,2017-2022,,
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,    Direct Selling,3,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,,,,,,,,,,,2017-2022,,
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,  Retail E-Commerce,2,,,,,0.1209036414,0.2298197015,0.3935742998,0.6398233551,0.9230586741,1.2778654075,1.6647030116,2.0974202903,2.9659949525,3.8813928494,4.1808537804,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,1.0412401414,2.2658514376,4.3611550711,7.5964372955,11.6357310995,16.9445172418,23.9549354177,32.4057373252,46.3954581161,69.5938289581,83.1645713194,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,0.763715104,1.6619268671,3.1987625773,5.5717347689,8.5344227835,12.428241317,17.5701505009,23.7685333718,34.0295295079,51.0447649891,60.9984543454,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,0.9006879267,1.9599945797,3.7724628186,6.5710291847,10.0650773074,14.6572548401,20.7213689292,28.0314359788,40.1327487426,60.1996782664,71.9385685705,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,0.9210972026,2.004407377,3.8579455174,6.7199264265,10.2931484676,14.9893831502,21.1909079609,28.666618594,41.042142907,61.5637820925,73.5686715788,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,111.4543008909,242.5366424562,466.8178551461,813.1223282051,1245.4881668762,1813.7404119869,2564.1352783041,3468.7087585978,4966.1678829185,7449.320520897,8901.9322117517,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",,,,,117.6108418586,92.4731250579,74.1840675633,53.1735292063,45.6248610162,41.372781979,35.2779156368,43.1705060452,50.0013832903,19.4999219966,2017-2022,390.805197531,37.4617380053
Asia Pacific,India,Snacks,2023,Confectionery,    Chocolate Confectionery,2,Retail Value RSP,Total,0,99.9999977257,99.9999984103,100.0000041306,99.9999964993,99.9999971513,100.0000034872,99.9999976587,100.0000000548,99.9999968653,100.0000023839,99.9999994894,99.9999967979,99.9999992118,99.9999977481,100.0000002165,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",412.9528186048,494.9532848193,606.336555627,709.9803865889,861.2148481569,985.9257069304,1108.0893673676,1187.2710240313,1260.5624171851,1326.0017484584,1438.9915274861,1545.0282634253,1564.2460116409,1793.0116865603,1989.1767535241,"GBP million (Historic Current Prices, Fixed 2022 Exchange Rates)",302.8871940638,363.0318159302,444.7277502855,520.747062245,631.6725230878,723.1438011162,812.7467936599,870.8239122257,924.5807178976,972.5782966471,1055.452551491,1133.2269798744,1147.3225607035,1315.1145946907,1458.9951641629,"EUR million (Historic Current Prices, Fixed 2022 Exchange Rates)",357.2102180808,428.1418187372,524.489974418,614.1434016199,744.9634192204,852.8401331027,958.5134832296,1027.006772464,1090.404897752,1147.0108748565,1244.748683606,1336.4720085548,1353.0956413813,1550.9812906509,1720.666938001,"CHF million (Historic Current Prices, Fixed 2022 Exchange Rates)",365.3044777059,437.843363827,536.3747352922,628.0596780537,761.8440318713,872.1651946677,980.2330662503,1050.2783896583,1115.1130944724,1173.0017433815,1272.9542569719,1366.7560006451,1383.7563192247,1586.12598866,1759.6566539149,"JPY million (Historic Current Prices, Fixed 2022 Exchange Rates)",44202.452312944,52979.7787632935,64902.2393799019,75996.2706813549,92184.4010787172,105533.4461499396,118609.8392185017,127085.4404132411,134930.5480499381,141935.1713136125,154029.5925024443,165379.7602518869,167436.8272115805,191923.8954210357,212921.3959278254,,,,,,,,,,,,,,,,,"USD million (Historic Current Prices, Fixed 2022 Exchange Rates)",19.8571029232,22.5037946456,17.0934491744,21.3012168258,14.4808068556,12.3907571918,7.1457825511,6.1730971,5.1912805254,8.5210882383,7.3688228119,1.2438444442,14.6246609048,10.9405347681,2017-2022,50.0131320216,8.4490758942
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,Retail Channels,1,100.0000011404,99.9999988016,99.9999995178,99.9999994962,99.9999969907,100.0000021034,99.9999981936,100.0000014482,99.9999992119,100.0000017931,100.0000024057,99.9999983774,100.0000021658,99.9999974818,100.0000011637,INR million (Historic Current Prices),8027.5549915469,10187.4177664188,12658.1699389677,15143.7499237061,16200.1995124817,17337.6003646851,17299.1796875,17195.1302490234,16766.5598678589,16934.6003036499,17455.5721359253,18093.3397064209,18226.7426147461,18901.0935287476,19982.3481063843,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",184.5196123198,210.4487960702,276.8993964803,324.535562001,303.3164544074,295.9051777711,283.4448525961,268.0920448866,249.3535150163,260.0466305571,255.1859380032,256.9325767013,245.9639697128,255.6275573776,256.2367456977,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",100.6554485204,134.9713353597,179.2831292411,202.5101906886,191.3724616341,189.310269232,172.1525932647,175.4506046756,184.7605648973,201.9153733513,191.308644622,201.3238026839,191.8517922587,185.8521116749,187.9411531386,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",126.0819085392,151.4382440228,209.0839500981,233.4063190447,236.0638141778,222.8646156719,213.6410975682,241.7275948263,225.4243368526,230.738853314,216.1833911154,229.5148038415,215.8272852956,216.1015462136,221.6485266288,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",199.8510428713,228.6875385356,288.7586862806,288.2222771456,284.4403022458,274.2834209559,259.4084615074,258.0067781853,245.7006120336,256.0781556491,248.9797523283,255.2852962461,230.9542165262,233.6792916866,226.6710053521,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",19071.854035744,19683.5654340305,24303.2370503441,25899.9608054547,24201.3502405201,28879.4650258173,29999.225892954,32450.9403669278,27127.8920354916,29169.7917945855,28178.4425974399,28008.1343452604,26262.7001176903,28056.2297146954,27427.5704686851,INR million (Historic Current Prices),26.905611698,24.2529778321,19.6361717114,6.9761425941,7.0209064483,-0.2216031998,-0.6014703608,-2.4923939218,1.0022356233,3.076375131,3.6536617965,0.7373039499,3.6997884277,5.7205927053,2017-2022,17.9971640788,3.3651915875
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,  Retail Offline,2,99.9999983983,99.9999979793,99.9999979965,99.9999994962,99.5659925613,99.3450093243,98.9906999116,98.5516283516,97.992911158,97.4407437299,96.9349071116,96.4999797868,95.3850739912,93.4699986858,94.085638654,INR million (Historic Current Prices),8027.5547714233,10187.4176826477,12658.1697463989,15143.7499237061,16129.8899269104,17224.0403366089,17124.5793609619,16946.0806121826,16430.0402450562,16501.2001876831,16920.5422286987,17460.069442749,17385.5915527344,17666.8523178101,18800.5196151733,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",184.5196072601,210.4487943397,276.8993922678,324.535562001,302.0000475206,293.9670202644,280.5840485168,264.2090718906,244.3487703651,253.3913663158,247.3642460144,247.9398886054,234.6129094211,238.9350805382,241.0819758504,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",100.6554457604,134.9713342498,179.2831265136,202.5101906886,190.541896649,188.0703006645,170.4150600671,172.9094253565,181.0522576417,196.7478379707,185.4448524995,194.2774320482,182.9979700361,173.7159707146,176.8256321664,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",126.0819050819,151.4382427776,209.0839469173,233.4063190447,235.0392867372,221.4048685627,211.4848216018,238.2264774266,220.8998718815,224.8336507115,209.5571643271,221.4817429084,205.8670113138,201.9901174924,208.5394294191,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",199.8510373912,228.6875366551,288.7586818877,288.2222771456,283.2058186979,272.4868843921,256.7902563148,254.2698774769,240.7691843623,249.5244549201,241.34828584,246.3502632733,220.2958455482,218.4200363687,213.2648605472,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",19071.8535127747,19683.5652721726,24303.236680619,25899.9608054547,24096.3153053413,28690.3066192227,29696.444215937,31980.929683875,26583.4113508929,28423.2615594564,27314.7465002109,27027.8444203724,25050.6953968129,26224.1582059894,25805.4045424378,INR million (Historic Current Prices),26.9056141344,24.2529769635,19.6361735314,6.5118613829,6.7833718312,-0.5774543818,-1.0423540632,-3.0451900881,0.4331087542,2.5412820658,3.1885929349,-0.4265612474,1.6177808171,6.4169172695,2017-2022,13.9342556986,2.6433609003
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,    Grocery Retailers,3,99.9999983983,99.9999979793,99.9999979965,99.9999994962,99.5659925613,99.3450093243,98.9906999116,98.5516283516,97.992911158,97.4407437299,96.9349071116,96.4999797868,95.3850739912,93.4699986858,94.085638654,INR million (Historic Current Prices),8027.5547714233,10187.4176826477,12658.1697463989,15143.7499237061,16129.8899269104,17224.0403366089,17124.5793609619,16946.0806121826,16430.0402450562,16501.2001876831,16920.5422286987,17460.069442749,17385.5915527344,17666.8523178101,18800.5196151733,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",184.5196072601,210.4487943397,276.8993922678,324.535562001,302.0000475206,293.9670202644,280.5840485168,264.2090718906,244.3487703651,253.3913663158,247.3642460144,247.9398886054,234.6129094211,238.9350805382,241.0819758504,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",100.6554457604,134.9713342498,179.2831265136,202.5101906886,190.541896649,188.0703006645,170.4150600671,172.9094253565,181.0522576417,196.7478379707,185.4448524995,194.2774320482,182.9979700361,173.7159707146,176.8256321664,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",126.0819050819,151.4382427776,209.0839469173,233.4063190447,235.0392867372,221.4048685627,211.4848216018,238.2264774266,220.8998718815,224.8336507115,209.5571643271,221.4817429084,205.8670113138,201.9901174924,208.5394294191,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",199.8510373912,228.6875366551,288.7586818877,288.2222771456,283.2058186979,272.4868843921,256.7902563148,254.2698774769,240.7691843623,249.5244549201,241.34828584,246.3502632733,220.2958455482,218.4200363687,213.2648605472,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",19071.8535127747,19683.5652721726,24303.236680619,25899.9608054547,24096.3153053413,28690.3066192227,29696.444215937,31980.929683875,26583.4113508929,28423.2615594564,27314.7465002109,27027.8444203724,25050.6953968129,26224.1582059894,25805.4045424378,INR million (Historic Current Prices),26.9056141344,24.2529769635,19.6361735314,6.5118613829,6.7833718312,-0.5774543818,-1.0423540632,-3.0451900881,0.4331087542,2.5412820658,3.1885929349,-0.4265612474,1.6177808171,6.4169172695,2017-2022,13.9342556986,2.6433609003
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,      Convenience Retail,4,1.6000000177,1.4999999953,1.2740732717,1.2738724794,1.2753027545,1.2766327881,1.3746685174,1.5712821348,1.4730758948,1.5789334868,1.5906359238,1.6999999819,1.300579727,1.4000000118,1.4300000345,INR million (Historic Current Prices),128.4408798218,152.8112678528,161.2743606567,192.9120635986,206.6015968323,221.3374862671,237.8063812256,270.1840057373,246.9841537476,267.3860702515,277.6545944214,307.5867767334,237.053314209,264.6153182983,285.7475814819,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",2.9523137961,3.1567319691,3.5279012171,4.134169231,3.8682032143,3.7776224416,3.8964272232,4.212482345,3.6731665515,4.1059632575,4.0590791047,4.3678538284,3.1989574566,3.5787859236,3.6641855091,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",1.6104871758,2.0245700484,2.2841984413,2.5797216002,2.440578348,2.4167969174,2.3665275442,2.7568239667,2.7216633661,3.1881093876,3.0430239535,3.4225046648,2.495185462,2.6019296509,2.6875585234,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",2.017310536,2.2715736805,2.6638827365,2.9732988785,3.0105284152,2.8451626969,2.9368569615,3.7982224573,3.3206715934,3.6432129567,3.4386905977,3.9017516872,2.8070058571,3.0254217487,3.1695739703,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",3.1976166849,3.4303131085,3.6789972594,3.6715842865,3.6274751186,3.5015920106,3.5660065162,4.0540143534,3.6193565178,4.0433036794,3.9603612883,4.3398500605,3.0037436538,3.2715101936,3.2413954169,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",305.1496644698,295.2534841314,309.64104891,329.9324745374,308.6404955282,368.6847117882,412.3899212589,509.89582116,399.6144414923,460.571602409,448.2164199428,476.1382865385,341.5673461005,392.7872292105,392.2142625895,INR million (Historic Current Prices),18.9740120628,5.5382648956,19.6173172307,7.0962556609,7.1325147824,7.4406261841,13.6151201431,-8.5866859241,8.2604151701,3.840336245,10.7803662945,-22.9312401767,11.6269220624,7.9860316929,2017-2022,6.8670410591,1.3371665443
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,        Convenience Stores,5,1.0000000229,0.8999999897,0.8820507358,0.8819117088,0.8829019124,0.8838226893,0.8837154944,0.9820513453,0.8838455278,0.8881500779,0.8947327099,0.8999999855,0.9005797364,0.9000000105,0.9100000254,INR million (Historic Current Prices),80.2755508423,91.6867599487,111.6514816284,133.5545043945,143.0318756104,153.2336425781,152.8755340576,168.8650054932,148.1904907227,150.4046630859,156.1807098389,162.840057373,164.1463470459,170.1098480225,181.8393707275,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",1.8451961445,1.8940391657,2.442393176,2.8621171348,2.6779868571,2.6152770449,2.5048461256,2.6328014954,2.2038999082,2.3096043104,2.2832320034,2.3123931905,2.2151016222,2.3006481011,2.3317544238,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",1.0065544968,1.2147420189,1.5813681683,1.7859610921,1.6896311744,1.6731670774,1.5213391681,1.7230149986,1.6329980028,1.7933115135,1.7117009791,1.8119142243,1.7277783277,1.6726690667,1.7102645214,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",1.2608190999,1.362944197,1.8442265292,2.058437667,2.0842119925,1.9697279983,1.8879795156,2.3738890626,1.9924029355,2.0493072686,1.9342634671,2.0656332348,1.943696755,1.9449139875,2.0170016251,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",1.9985104518,2.058187848,2.5469981294,2.5418660222,2.5113289437,2.4241790564,2.2924328094,2.5337589995,2.1716138883,2.274358298,2.2277032315,2.2975676664,2.0799268294,2.1031137026,2.0627061823,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",190.7185425594,177.1520890047,214.3668822682,228.4147880569,213.674190527,255.2432590745,265.1078121938,318.6848918246,239.7686624265,259.071523891,252.1217369876,252.073209131,236.5165503787,252.50607673,249.5908953271,INR million (Historic Current Prices),14.2150492731,21.7749233268,19.617314922,7.0962572612,7.1325128921,-0.2337009775,10.4591434686,-12.2432203819,1.4941393017,3.8403375497,4.2638732665,0.8021918525,3.6330391044,6.8952637613,2017-2022,20.9000884658,3.8688501052
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,        Forecourt Retailers,5,0.5999999948,0.6000000056,0.3920225359,0.3919607706,0.3924008421,0.3928100988,0.490953023,0.5892307894,0.589230367,0.6907834089,0.6959032139,0.7999999965,0.3999999906,0.5000000013,0.5200000091,INR million (Historic Current Prices),48.1653289795,61.1245079041,49.6228790283,59.3575592041,63.5697212219,68.103843689,84.930847168,101.3190002441,98.7936630249,116.9814071655,121.4738845825,144.7467193604,72.9069671631,94.5054702759,103.9082107544,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",1.1071176516,1.2626928034,1.0855080411,1.2720520962,1.1902163571,1.1623453967,1.3915810976,1.5796808496,1.4692666433,1.7963589471,1.7758471014,2.0554606379,0.9838558344,1.2781378225,1.3324310853,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",0.603932679,0.8098280295,0.702830273,0.7937605081,0.7509471736,0.74362984,0.8451883761,1.033808968,1.0886653632,1.3947978741,1.3313229744,1.6105904405,0.7674071343,0.9292605843,0.977294002,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",0.756491436,0.9086294835,0.8196562072,0.9148612115,0.9263164226,0.8754346986,1.0488774459,1.4243333947,1.3282686579,1.593905688,1.5044271306,1.8361184524,0.8633091022,1.0805077612,1.1525723451,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",1.1991062331,1.3721252605,1.13199913,1.1297182644,1.1161461749,1.0774129542,1.2735737068,1.5202553539,1.4477426295,1.7689453814,1.7326580568,2.0422823941,0.9238168243,1.168396491,1.1786892347,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",114.4311219104,118.1013951267,95.2741666418,101.5176864805,94.9663050013,113.4414527137,147.2821090651,191.2109293354,159.8457790657,201.500078518,196.0946829552,224.0650774076,105.0507957217,140.2811524806,142.6233672624,INR million (Historic Current Prices),26.9056169638,-18.8167222447,19.6173224255,7.0962520601,7.1325190356,24.7078616529,19.2958784972,-2.4924616441,18.4098287114,3.8403345676,19.1587145318,-49.6313508967,29.6247450048,9.9494139874,2017-2022,-11.1754480715,-2.3422745091
Asia Pacific,India,Snacks,2023,Confectionery,    Gum,2,Retail Value RSP,      Supermarkets,4,6.8373193919,6.4275501287,6.0254762486,5.8419653451,5.7571408684,5.7631450722,5.9203429085,5.9859484981,6.2126231527,6.2616939418,6.2631285321,6.2000001624,6.1669311283,6.1300001189,6.1999997468,INR million (Historic Current Prices),548.8695678711,654.8013916016,762.7150268555,884.6926269531,932.6683349609,999.1910400391,1024.1707763672,1029.2916259766,1041.6431884766,1060.3928222656,1093.2648925781,1121.787109375,1124.0306396484,1158.6370849609,1238.9055175781,"USD million (Historic Current Prices, Year-on-Year Exchange Rates)",12.6161950911,13.5267020247,16.6845074478,18.9592551602,17.4623560827,17.0534443124,16.7809075335,16.0478515019,15.4913943281,16.2833238194,15.9826229084,15.9298204311,15.1684282842,15.6699699658,15.8866773995,"GBP million (Historic Current Prices, Year-on-Year Exchange Rates)",6.8821344222,8.6753503436,10.8026624222,11.83057522,11.0175825311,10.9102252229,10.1920240313,10.5023826833,11.4784777224,12.643322474,11.9819060174,12.4820762958,11.8313676409,11.3927349535,11.6523508831,"EUR million (Historic Current Prices, Year-on-Year Exchange Rates)",8.6206226839,9.7337691652,12.5983038135,13.6355163406,13.5905267305,12.8440108456,12.6482857981,14.4696891224,14.0047646536,14.4481605402,13.5398433248,14.2299184417,13.3099197521,13.2470253734,13.7422079298,"CHF million (Historic Current Prices, Year-on-Year Exchange Rates)",13.6644539533,14.6990063536,17.3990861415,16.8378456326,16.3756293796,15.8073511262,15.3578707325,15.44415264,15.2644532299,16.034830071,15.593921532,15.8276890385,14.2427871627,14.3245412189,14.0536015943,"JPY million (Historic Current Prices, Year-on-Year Exchange Rates)",1304.003559505,1265.1710505453,1464.3857831664,1513.0667422797,1393.3058673285,1664.3654305065,1776.0570748567,1942.4965493728,1685.3537147275,1826.5230528821,1764.8520357523,1736.5044030543,1619.6025936252,1719.8469581767,1700.5092798158,INR million (Historic Current Prices),19.2999994774,16.4803613184,15.9925523692,5.4228673944,7.1325145912,2.4999960295,0.4999995828,1.2000061196,1.8000054142,3.0999898926,2.6089026539,0.1999960826,3.0787813154,6.9278321624,2017-2022,16.8345816347,3.1607002751
